rumi	jawi
letah-letai	لته-لتاي
letai	لتاي
letak	لتق
meletak	ملتق
meletakkan	ملتقکن
peletakan	ڤلتقن
peletak	ڤلتق
terletak	ترلتق
letang	لتڠ
letap	لتڤ
letas	لتس
leter	ليتير
berleter	برليتير
dileteri	دليتيري
leteran	ليتيرن
meleter	مليتير
meleteri	مليتيري
meleterkan	مليتيرکن
peleter	ڤليتير
letih	لتيه
keletihan	کلتيهن
meletihkan	ملتيهکن
letik	لتيق
meletik	ملتيق
leting	لتيڠ
meleting	ملتيڠ
letnan	ليتنن
letuk	لتوق
berletuk-letak	برلتوق-لتق
berletuk-letuk	برلتوق-لتوق
letuk-letak	لتوق-لتق
letung	لتوڠ
letung-letang	لتوڠ-لتڠ
letup	لتوڤ
berletup-letupan	برلتوڤ-لتوڤن
diletupkan	دلتوڤکن
letupan	لتوڤن
letup-letup	لتوڤ٢
meletup	ملتوڤ
meletupkan	ملتوڤکن
meletup-letup	ملتوڤ-لتوڤ
peletup	ڤلتوڤ
peletupan	ڤلتوڤن
letur	لتور
meletur	ملتور
letus	لتوس
diletuskan	دلتوسکن
letusan	لتوسن
meletus	ملتوس
peletusan	ڤلتوسن
peletus	ڤلتوس
leukemia	ليوکيميا
leukoma	ليوکوما
leukosit	ليکوسيت
levi	ليۏي
lewa	ليوا
lewah	ليواه
kelewahan	کليواهن
melewah	مليواه
lewar	ليوار
melewar	مليوار
lewat	ليوات
dilewati	دليواتي
dilewatkan	دليواتکن
diperlewat	دڤرليوات
kelewat	کليوات
kelewatan	کليواتن
melewati	مليواتي
melewatkan	مليواتکن
melewat-lewatkan	مليوات-ليواتکن
memperlewat	ممڤرليوات
terlewat	ترليوات
liabiliti	ليابيليتي
liang	لياڠ
berliang	برلياڠ
seliang	سلياڠ
liang-liuk	لياڠ-ليوق
liar	ليار
berliar-liar	برليار-ليار
diliarkan	دليارکن
keliaran	کليارن
meliar	مليار
meliarkan	مليارکن
lias	لياس
liat	ليات
diliatkan	دلياتکن
keliatan	کلياتن
liat-liat	ليات٢
meliat	مليات
meliatkan	ملياتکن
liau	لياو
meliau	ملياو
libas	ليبس
dilibas	دليبس
libasan	ليبسن
melibas	مليبس
melibaskan	مليبسکن
libat	ليبت
dilibati	دليبتي
dilibatkan	دليبتکن
keterlibatan	کترليبتن
libatan	ليبتن
melibat	مليبت
melibati	مليبتي
melibatkan	مليبتکن
pelibatan	ڤليبتن
penglibatan	ڤڠليبتن
terlibat	ترليبت
libel	ليبل
liberal	ليبرل
diliberalkan	دليبرلکن
keliberalan	کليبرلن
meliberalkan	مليبرلکن
peliberalan	ڤليبرلن
liberalis	ليبراليس
liberalisasi	ليبراليساسي
liberalisme	ليبراليسمى
liberalistik	ليبراليستيک
libero	ليبرو
liberito	ليبريتو
libido	ليبيدو
libur	ليبور
berlibur	برليبور
liburan	ليبورن
meliburkan	مليبورکن
libut	ليبوت
licau	ليچاو
lici	ليچي
licik	ليچيق
kelicikan	کليچيقن
licin	ليچين
dilicinkan	دليچينکن
diperlicin	دڤرليچين
kelicinan	کليچينن
licin-lecat	ليچين-لچت
licin-licau	ليچين-ليچاو
melicinkan	مليچينکن
memperlicin	ممڤرليچين
pelicin	ڤليچين
pelicinan	ڤليچينن
licung	ليچوڠ
lidah	ليده
berlidah	برليده
lidah-lidah	ليده٢
melidahkan	مليدهکن
lidal	ليدل
lidas	ليدس
lidi	ليدي
berlidi	برليدي
melidi	مليدي
lien	ليئن
lif	ليف
liga	ليݢا
ligamen	ليݢامن
ligas	ليݢس
meligas	مليݢس
ligat	ليݢت
meligat	مليݢت
meligatkan	مليݢتکن
memperligat	ممڤرليݢت
ligatur	ليݢاتور
ligih	ليݢيه
meligih	مليݢيه
lignin	ليݢنين
peligninan	ڤليݢنينن
lignit	ليݢنيت
lihai	ليهاي
kelihaian	کليهاين
lihat	ليهت
berlihat-lihatan	برليهت-ليهتن
dilihat	دليهت
diperlihatkan	دڤرليهتکن
kelihatan	کليهتن
lihatan	ليهتن
melihat	مليهت
melihati	مليهتي
melihat-lihat	مليهت-ليهت
melihatkan	مليهتکن
memperlihatkan	ممڤرليهتکن
memperlihatkanlah	ممڤرليهتکنله
perlihatkanlah	ڤرليهتکنله
pelihat	ڤليهت
pelihatan	ڤليهتن
penglihat	ڤڠليهت
penglihatan	ڤڠليهتن
terlihat	ترليهت
lik	ليق
likas	ليکس
melikas	مليکس
likat	ليکت
dilikatkan	دليکتکن
kelikatan	کليکتن
melikatkan	مليکتکن
liken	ليکن
likenisme	ليکنيسمى
likenologi	ليکنولوݢي
likir	ليکير
liku	ليکو
berliku-liku	برليکو-ليکو
melikukan	مليکوکن
likuh	ليکوه
likuoris	ليکوريس
likur	ليکور
lil	ليل
lilah	ليله
melilah	مليله
lilan	ليلن
lilau	ليلاو
melilau	مليلاو
lilin	ليلين
lilis	ليليس
melilis	مليليس
lilit	ليليت
berlilit	برليليت
berlilitkan	برليليتکن
dililit	دليليت
dililiti	دليليتي
lilitan	ليليتن
melilit	مليليت
meliliti	مليليتي
melilitkan	مليليتکن
pelilit	ڤليليت
selilit	سليليت
terlilit	ترليليت
lillah	لل­ه
lillahi	للهي
lima	ليم
berlima	برليم
berlima-lima	برليما-ليم
kelima-lima	کليما-ليم
perlima	ڤرليم
seperlima	سڤرليم
liman	ليمن
limar	ليمر
limas	ليمس
limau	ليماو
berlimau	برليماو
melimaui	مليماوءي
limbah	ليمبه
limbahan	ليمبهن
pelimbah	ڤليمبه
pelimbahan	ڤليمبهن
limbai	ليمباي
dilimbaikan	دليمبايکن
melimbai	مليمباي
melimbaikan	مليمبايکن
limbak	ليمبق
limban	ليمبن
limbang	ليمبڠ
melimbang	مليمبڠ
pelimbang	ڤليمبڠ
limbat	ليمبت
limbing	ليمبيڠ
limbo	ليمبو
limbubu	ليمبوبو
limbuk	ليمبوق
limbung	ليمبوڠ
limbungan	ليمبوڠن
limbur	ليمبور
limerik	ليمريق
limfa	ليمفا
limfoma	ليمفوما
limfosit	ليمفوسيت
limnologi	ليمنولوݢي
limousin	ليموسين
limpa	ليمڤا
berlimpa	برليمڤا
limpaga	ليمڤاݢ
limpah	ليمڤه
berlimpah-limpah	برليمڤه-ليمڤه
dilimpahi	دليمڤهي
dilimpahkan	دليمڤهکن
kelimpahan	کليمڤهن
kelimpah-mewahan	کليمڤه-ميواهن
limpahan	ليمڤهن
melimpah	مليمڤه
melimpahi	مليمڤهي
melimpahkan	مليمڤهکن
melimpah-limpah	مليمڤه-ليمڤه
melimpah-ruah	مليمڤه-رواه
pelimpahan	ڤليمڤهن
limpang	ليمڤڠ
limpap	ليمڤڤ
berlimpap	برليمڤڤ
berlimpap-limpap	برليمڤڤ-ليمڤڤ
limpapas	ليمڤاڤس
limpepas	ليمڤڤس
limpit	ليمڤيت
limpung	ليمڤوڠ
limun	ليمون
limunan	ليمونن
limut	ليموت
melimut	مليموت
melimut-limut	مليموت-ليموت
linang	لينڠ
berlinang	برلينڠ
berlinangan	برلينڠن
berlinang-linang	برلينڠ-لينڠ
dilinangi	دلينڠي
linangan	لينڠن
melinang	ملينڠ
melinangi	ملينڠي
melinangkan	ملينڠکن
linau	ليناو
lincah	لينچه
kelincahan	کلينچهن
melincah-lincah	ملينچه-لينچه
terlincah-lincah	ترلينچه-لينچه
lincam	لينچم
lincir	لينچير
dilincirkan	دلينچيرکن
melincirkan	ملينچيرکن
pelincir	ڤلينچير
pelinciran	ڤلينچيرن
lindak	ليندق
lindang	ليندڠ
melindangkan	مليندڠکن
lindap	ليندڤ
melindap	مليندڤ
lindas	ليندس
melindas	مليندس
pelindas	ڤليندس
lindih	لينديه
lindis	لينديس
lindu	ليندو
lindung	ليندوڠ
berlindung	برليندوڠ
berlindungkan	برليندوڠکن
dilindungi	دليندوڠي
dilindungkan	دليندوڠکن
kelindungan	کليندوڠن
lindungan	ليندوڠن
lindung-melindungi	ليندوڠ-مليندوڠي
melindungi	مليندوڠي
melindungkan	مليندوڠکن
memperlindungi	ممڤرليندوڠي
memperlindungkan	ممڤرليندوڠکن
pelindung	ڤليندوڠ
pelindungan	ڤليندوڠن
perlindungan	ڤرليندوڠن
terlindung	ترليندوڠ
lindur	ليندور
linear	لينيار
linen	لينين
ling	ليڠ
lingar	ليڠر
melingar	مليڠر
lingas	ليڠس
melingas	مليڠس
melingas-lingas	مليڠس-ليڠس
lingga	ليڠݢ
linggam	ليڠݢم
linggar	ليڠݢر
linggata	ليڠݢات
linggayuran	ليڠݢايورن
linggi	ليڠݢي
linggis	ليڠݢيس
linggisan	ليڠݢيسن
melinggis	مليڠݢيس
lingkah	ليڠکه
lingkap	ليڠکڤ
lingkar	ليڠکر
berlingkar	برليڠکر
berlingkaran	برليڠکرن
berlingkar-lingkar	برليڠکر-ليڠکر
dilingkari	دليڠکري
dilingkarkan	دليڠکرکن
lingkaran	ليڠکرن
melingkar	مليڠکر
melingkar-lingkar	مليڠکر-ليڠکر
melingkari	مليڠکري
melingkarkan	مليڠکرکن
pelingkaran	ڤليڠکرن
selingkar	سليڠکر
terlingkar	ترليڠکر
lingkas	ليڠکس
lingkis	ليڠکيس
lingkung	ليڠکوڠ
dilingkungi	دليڠکوڠي
lingkungan	ليڠکوڠن
melingkung	مليڠکوڠ
melingkungi	مليڠکوڠي
selingkung	سليڠکوڠ
selingkungan	سليڠکوڠن
terlingkung	ترليڠکوڠ
lingkup	ليڠکوڤ
dilingkupi	دليڠکوڤي
dilingkupkan	دليڠکوڤکن
melingkup	مليڠکوڤ
melingkupi	مليڠکوڤي
melingkupkan	مليڠکوڤکن
telingkup	تليڠکوڤ
terlingkup	ترليڠکوڤ
linglung	ليڠلوڠ
melinglungkan	مليڠلوڠکن
lingo	لينݢو
lingsa	ليڠسا
lingsang	ليڠسڠ
lingsir	ليڠسير
melingsirkan	مليڠسيرکن
linguafranca	ليڠݢوافرڠکا
linguis	ليڠݢوءيس
linguistik	ليڠݢوءيستيک
lini	ليني
linimen	لينيمن
linjak	لينجق
link	ليڠک
linktus	ليڠتوس
lino	لينو
linoleum	لينوليوم
linotaip	لينوتاءيڤ
linsid	لينسيد
lintabung	لينتابوڠ
lintadu	لينتادو
lintah	لينته
berlintah	برلينته
melintah	ملينته
lintang	لينتڠ
dilintangi	دلينتڠي
dilintangkan	دلينتڠکن
lintangan	لينتڠن
lintang-kedak	لينتڠ-کدق
lintang-pukang	لينتڠ-ڤوکڠ
melintang	ملينتڠ
melintangi	ملينتڠي
melintangkan	ملينتڠکن
pelintang	ڤلينتڠ
pelintangan	ڤلينتڠن
terlintang	ترلينتڠ
lintap	لينتڤ
lintar	لينتر
lintas	لينتس
dilintasi	دلينتسي
kelintasan	کلينتسن
lintasan	لينتسن
melintas	ملينتس
melintasi	ملينتسي
melintaskan	ملينتسکن
pelintas	ڤلينتس
perlintasan	ڤرلينتسن
selintas	سلينتس
terlintas	ترلينتس
lintibang	لينتيبڠ
lintuh	لينتوه
pelintuh	ڤلينتوه
lintup	لينتوڤ
dilintupi	دلينتوڤي
melintup	ملينتوڤ
melintupi	ملينتوڤي
linu	لينو
linyak	ليڽق
berlinyak	برليڽق
melinyak	مليڽق
linyang	ليڽڠ
melinyang	مليڽڠ
linyar	ليڽر
melinyar	مليڽر
linyau	ليڽاو
lio	ليو
liong	ليوڠ
lipan	ليڤن
lipas	ليڤس
lipat	ليڤت
berlipat	برليڤت
berlipat-lipat	برليڤت-ليڤت
dilipat	دليڤت
dilipatkan	دليڤتکن
dilipat-lipat	دليڤت-ليڤت
kelipat	کليڤت
kelipatan	کليڤتن
lipatan	ليڤتن
melipat	مليڤت
melipatkan	مليڤتکن
memperlipat	ممڤرليڤت
perlipatan	ڤرليڤتن
selipatan	سليڤتن
terlipat	ترليڤت
lipid	ليڤيد
lipis	ليڤيس
lipit	ليڤيت
dilipit	دليڤيت
kelipitan	کليڤيتن
melipit	مليڤيت
pelipit	ڤليڤيت
liplap	ليڤلڤ
lipoprotein	ليڤوڤروتين
lipstik	ليڤستيک
lipu	ليڤو
melipu	مليڤو
lipur	ليڤور
berlipur	برليڤور
dilipur	دليڤور
dilipurkan	دليڤورکن
melipur	مليڤور
melipurkan	مليڤورکن
pelipur	ڤليڤور
penglipur	ڤڠليڤور
lipuria	ليڤوريا
liput	ليڤوت
berliput	برليڤوت
diliputi	دليڤوتي
liputan	ليڤوتن
meliputi	مليڤوتي
terliput	ترليڤوت
lir	لير
lira	ليرا
lirih	ليريه
lirik	ليريک
lirik	ليريق
lirikan	ليريقن
melirik	مليريق
selirik	سليريق
liris	ليريس
lis	ليس
lis-lis	ليس٢
lisah	ليسه
lisan	ليسن
kelisanan	کليسنن
melisankan	مليسنکن
lisani	ليسني
lisin	ليسين
lisina	ليسينا
lisis	ليسيس
lisol	ليسول
lisong	ليسوڠ
lisu	ليسو
berlisu	برليسو
lisut	ليسوت
dilisutkan	دليسوتکن
kelisutan	کليسوتن
melisut	مليسوت
melisutkan	مليسوتکن
litah	ليته
litak	ليتق
litar	ليتار
litaran	ليتارن
litenan	ليتنن
liter	ليتر
literan	ليترن
literal	ليترل
literasi	ليتراسي
litigan	ليتيݢن
litigasi	ليتيݢاسي
litium	ليتيوم
litmus	ليتموس
lito	ليتو
litofit	ليتوفيت
litograf	ليتوݢرف
litografi	ليتوݢرافي
litopon	ليتوڤون
litoral	ليتورل
litosfera	ليتوسفيرا
litotes	ليتوتيس
litup	ليتوڤ
litupan	ليتوڤن
melitupi	مليتوڤي
melitupkan	مليتوڤکن
pelitupan	ڤليتوڤن
terlitup	ترليتوڤ
liturgi	ليتورݢي
liuk	ليوق
diliukkan	دليوقکن
liukan	ليوقن
liuk-liuk	ليوق٢
meliuki	مليوقي
meliukkan	مليوقکن
peliukan	ڤليوقکن
sepeliuk	سڤليوق
terliuk	ترليوق
terliuk-liuk	ترليوق-ليوق
liung	ليوڠ
liung-liung	ليوڠ٢
liur	ليور
berliur	برليور
meliur	مليور
peliuran	ڤليورن
terliur	ترليور
liut	ليوت
keliutan	کليوتن
liwa	ليوا
liwat	لواط
meliwat	ملواط
llama	لاما
loba	لوبا
kelobaan	کلوباءن
melobakan	ملوباکن
lobak	لوبق
loban	لوبن
loberci	لوبرچي
lobi	لوبي
lobi-lobi	لوبي٢
lobi-melobi	لوبي-ملوبي
melobi	ملوبي
pelobi	ڤلوبي
lobotomi	لوبوتومي
lobus	لوبوس
locak	لوچق
melocak	ملوچق
loceng	لوچيڠ
berloceng	برلوچيڠ
meloceng	ملوچيڠ
locok	لوچوق
melocok	ملوچوق
pelocok	ڤلوچوق
locot	لوچوت
lodak	لودق
berlodak	برلودق
lodan	لودن
lodar	لودر
lode	لودي
lodeh	لوديه
lodoh	لودوه
lodong	لودوڠ
loes	لوءس
log	لوݢ
loga	لوݢا
logam	لوݢم
berlogam	برلوݢم
perlogaman	ڤرلوݢمن
logamaya	لوݢاماي
loganberi	لوݢنبيري
logaritma	لوݢاريتما
loghat	لو‌غت
berloghat	برلو‌غت
logik	لوݢيک
kelogikan	کلوݢيکن
pelogik	ڤلوݢيک
logistik	لوݢيستيک
logo	لوݢو
melogokan	ملوݢوکن
logogram	لوݢوݢرم
logu	لوݢو
loh	لوح
lohmahfuz	لوح المحفوظ
lohok	لوهوق
lohong	لوهوڠ
loji	لوجي
lojik	لوجيک
lojing	لوجيڠ
lok	لوق
berlok	برلوق
berlok-lok	برلوق-لوق
loka	لوک
meloka	ملوک
lokan	لوکن
lokap	لوکڤ
dilokapkan	دلوکڤکن
melokap	ملوکڤ
melokapkan	ملوکڤکن
selokap	سلوکڤ
lokar	لوکر
lokasi	لوکاسي
berlokasikan	برلوکاسيکن
lokcuan	لوقچوان
lokek	لوکيق
pelokek	ڤلوکيق
selokek-lokek	سلوکيق-لوکيق
loket	لوکيت
loki	لوکي
lokio	لوکيو
loklek	لوءليق
loklok	لوءلوء
lokman	لوقمن
lokoh	لوکوه
lokomotif	لوکوموتيف
lokos	لوکوس
loksok	لوقسوق
loksun	لوقسون
loktong	لوقتوڠ
lokum	لوکوم
lokus	لوکوس
lolak	لولق
loleh	لوليه
loleng	لوليڠ
lolipop	لوليڤوڤ
loloh	لولوه
diloloh	دلولوه
meloloh	ملولوه
lolok	لولوق
berlolok	برلولوق
melolok	ملولوق
pelolok	ڤلولوق
lolong	لولوڠ
lolongan	لولوڠن
melolong	ملولوڠ
melolong-lolong	ملولوڠ-لولوڠ
terlolong-lolong	ترلولوڠ-لولوڠ
lolos	لولوس
meloloskan	ملولوسکن
pelolosan	ڤلولوسن
lom	لوم
loma	لوما
lomah	لومه
lombar	لومبر
melombar	ملومبر
lombok	لومبوق
lombol	لومبول
lombong	لومبوڠ
dilombong	دلومبوڠ
melombong	ملومبوڠ
pelombong	ڤلومبوڠ
perlombongan	ڤرلومبوڠن
lompang	لومڤڠ
berlompang	برلومڤڠ
lompangan	لومڤڠن
lompat	لومڤت
berlompatan	برلومڤتن
berlompat-lompat	برلومڤت-لومڤت
berlompat-lompatan	برلومڤت-لومڤتن
dilompati	دلومڤتي
lompatan	لومڤتن
melompat	ملومڤت
melompati	ملومڤتي
melompatkan	ملومڤتکن
melompat-lompat	ملومڤت-لومڤت
pelompat	ڤلومڤت
sepelompat	سڤلومڤت
sepelompatan	سڤلومڤتن
terlompat	ترلومڤت
terlompat-lompat	ترلومڤت-لومڤت
lompi	لومڤي
lompok	لومڤوق
berlompok-lompok	برلومڤوق-لومڤوق
lompong	لومڤوڠ
melompong	ملومڤوڠ
lonan	لونن
lonang	لونڠ
loncat	لونچت
berloncat	برلونچت
berloncatan	برلونچتن
berloncat-loncat	برلونچت-لونچت
berloncat-loncatan	برلونچت-لونچتن
diloncati	دلونچتي
loncatan	لونچتن
meloncat	ملونچت
meloncati	ملونچتي
meloncatkan	ملونچتکن
meloncat-loncat	ملونچت-لونچت
peloncat	ڤلونچت
peloncatan	ڤلونچتن
terloncat	ترلونچت
terloncat-loncat	ترلونچت-لونچت
lonco	لونچو
loncos	لونچوس
londang	لوندڠ
londar	لوندر
londeh	لونديه
dilondeh	دلونديه
dilondehkan	دلونديهکن
melondeh	ملونديه
melondehkan	ملونديهکن
terlondeh	ترلونديه
terlondeh-londeh	ترلونديه-لونديه
londong	لوندوڠ
dilondongkan	دلوندوڠکن
melondong	ملوندوڠ
melondongkan	ملوندوڠکن
long	لوڠ
longan	لوڠن
longgak	لوڠݢق
longgar	لوڠݢر
dilonggari	دلوڠݢري
dilonggarkan	دلوڠݢرکن
diperlonggar	دڤرلوڠݢر
kelonggaran	کلوڠݢرن
melonggari	ملوڠݢري
melonggarkan	ملوڠݢرکن
memperlonggar	ممڤرلوڠݢر
pelonggaran	ڤلوڠݢرن
terlonggar	ترلوڠݢر
longgok	لوڠݢوق
berlonggok	برلوڠݢوق
berlonggok-longgok	برلوڠݢوق-لوڠݢوق
dilonggokkan	دلوڠݢوقکن
longgokan	لوڠݢوقن
melonggokkan	ملوڠݢوقکن
pelonggokan	ڤلوڠݢوقن
terlonggok	ترلوڠݢوق
longitud	لوڠيتود
longkah	لوڠکه
melongkahkan	ملوڠکهکن
terlongkah	ترلوڠکه
longkai	لوڠکاي
longkang	لوڠکڠ
longkom	لوڠکوم
longlai	لوڠلاي
longlang	لوڠلڠ
lonjak	لونجق
berlonjakan	برلونجقن
berlonjak-lonjak	برلونجق-لونجق
berlonjak-lonjakan	برلونجق-لونجقن
dilonjak	دلونجق
dilonjakkan	دلونجقکن
lonjakan	لونجقن
melonjak	ملونجق
melonjakkan	ملونجقکن
melonjak-lonjak	ملونجق-لونجق
pelonjakan	ڤلونجقن
terlonjak	ترلونجق
terlonjak-lonjak	ترلونجق-لونجق
lonjong	لونجوڠ
dilonjongkan	دلونجوڠکن
melonjongkan	ملونجوڠکن
lonjor	لونجور
lonta	لونتا
terlonta-lonta	ترلونتا-لونتا
lontai	لونتاي
melontai	ملونتاي
lontar	لونتر
berlontaran	برلونترن
dilontar	دلونتر
dilontari	دلونتري
dilontarkan	دلونترکن
lontaran	لونترن
melontar	ملونتر
melontari	ملونتري
melontarkan	ملونترکن
pelontar	ڤلونتر
pelontaran	ڤلونترن
sepelontar	سڤلونتر
sepelontaran	سڤلونترن
lonte	لونتي
lontok	لونتوق
lontong	لونتوڠ
lontos	لونتوس
lonyai	لوڽاي
lop	لوڤ
lopak	لوڤق
berlopak	برلوڤق
berlopak-lopak	برلوڤق-لوڤق
lopak-lapik	لوڤق-لاڤيق
lopak-lopak	لوڤق٢
lopek	لوڤيق
lopes	لوڤيس
lopong	لوڤوڠ
dilopongkan	دلوڤوڠکن
melopong	ملوڤوڠ
melopongkan	ملوڤوڠکن
terlopong	ترلوڤوڠ
lor	لور
lorah	لوره
lorat	لورت
lorek	لوريق
berlorek	برلوريق
dilorek	دلوريق
lorekan	لوريقن
melorek	ملوريق
pelorek	ڤلوريق
pelorekan	ڤلوريقن
loreng	لوريڠ
berloreng-loreng	برلوريڠ-لوريڠ
lori	لوري
lorong	لوروڠ
berlorong	برلوروڠ
melorongkan	ملوروڠکن
selorong	سلوروڠ
lorot	لوروت
dilorotkan	دلوروتکن
melorot	ملوروت
melorotkan	ملوروتکن
terlorot	ترلوروت
los	لوس
losen	لوسين
berlosen	برلوسين
dilosenkan	دلوسينکن
melosenkan	ملوسينکن
loseng	لوسيڠ
loso	لوسو
losong	لوسوڠ
lot	لوت
lota	لوتا
lotah	لوته
lotek	لوتيق
loteng	لوتيڠ
loteri	لوتري
diloterikan	دلوتريکن
meloterikan	ملوتريکن
lotik	لوتيک
loto	لوتو
lotok	لوتوق
lotong	لوتوڠ
lowong	لوووڠ
dilowongkan	دلوووڠکن
kelowongan	کلوووڠن
lowongan	لوووڠن
melowongkan	ملوووڠکن
loya	لويا
meloya	ملويا
meloyakan	ملوياکن
peloya	ڤلويا
loyang	لويڠ
loyar	لوير
loyong	لويوڠ
meloyong	ملويوڠ
